2026-03-15 22:24:41,012 | INFO | automation | Input text into ('id', 'user-name')
2026-03-15 22:24:41,099 | INFO | automation | Input text into ('id', 'password')
2026-03-15 22:24:41,120 | INFO | automation | Safe click: ('id', 'login-button')
2026-03-15 22:24:41,240 | INFO | automation | Click element: ('id', 'add-to-cart-sauce-labs-backpack')
2026-03-15 22:24:41,339 | INFO | automation | Click element: ('class name', 'shopping_cart_link')
2026-03-15 22:24:41,433 | INFO | automation | Click element: ('id', 'checkout')
2026-03-15 22:24:41,561 | INFO | automation | Input text into ('id', 'first-name')
2026-03-15 22:24:41,634 | INFO | automation | Input text into ('id', 'last-name')
2026-03-15 22:24:41,696 | INFO | automation | Input text into ('id', 'postal-code')
2026-03-15 22:24:41,715 | INFO | automation | Click element: ('id', 'continue')
2026-03-15 22:24:41,805 | INFO | automation | [ASSERT PASS] Checkout validation
