2026-03-15 22:24:39,445 | INFO | automation | Input text into ('id', 'user-name')
2026-03-15 22:24:39,536 | INFO | automation | Input text into ('id', 'password')
2026-03-15 22:24:39,558 | INFO | automation | Safe click: ('id', 'login-button')
2026-03-15 22:24:39,673 | INFO | automation | Click element: ('id', 'add-to-cart-sauce-labs-backpack')
2026-03-15 22:24:39,768 | INFO | automation | Click element: ('class name', 'shopping_cart_link')
2026-03-15 22:24:39,858 | INFO | automation | Click element: ('id', 'checkout')
2026-03-15 22:24:39,983 | INFO | automation | Input text into ('id', 'first-name')
2026-03-15 22:24:40,048 | INFO | automation | Input text into ('id', 'last-name')
2026-03-15 22:24:40,117 | INFO | automation | Input text into ('id', 'postal-code')
2026-03-15 22:24:40,137 | INFO | automation | Click element: ('id', 'continue')
2026-03-15 22:24:40,229 | INFO | automation | [ASSERT PASS] Checkout validation
