2026-03-15 22:25:48,771 | INFO | automation | Input text into ('id', 'user-name')
2026-03-15 22:25:48,886 | INFO | automation | Input text into ('id', 'password')
2026-03-15 22:25:48,911 | INFO | automation | Safe click: ('id', 'login-button')
2026-03-15 22:25:49,092 | INFO | automation | Click element: ('id', 'add-to-cart-sauce-labs-backpack')
2026-03-15 22:25:49,200 | INFO | automation | Click element: ('class name', 'shopping_cart_link')
2026-03-15 22:25:49,320 | INFO | automation | Click element: ('id', 'checkout')
2026-03-15 22:25:49,466 | INFO | automation | Input text into ('id', 'first-name')
2026-03-15 22:25:49,568 | INFO | automation | Input text into ('id', 'last-name')
2026-03-15 22:25:49,689 | INFO | automation | Input text into ('id', 'postal-code')
2026-03-15 22:25:49,714 | INFO | automation | Click element: ('id', 'continue')
2026-03-15 22:26:00,093 | INFO | automation | Click element: ('id', 'finish')
2026-03-15 22:26:00,172 | INFO | automation | [ASSERT PASS] Checkout validation
