2026-03-11 09:13:51,976 | INFO | automation | Input text into ('id', 'user-name')
2026-03-11 09:13:52,074 | INFO | automation | Input text into ('id', 'password')
2026-03-11 09:13:52,100 | INFO | automation | Safe click: ('id', 'login-button')
2026-03-11 09:13:52,251 | INFO | automation | Click element: ('id', 'add-to-cart-sauce-labs-backpack')
2026-03-11 09:13:52,363 | INFO | automation | Click element: ('class name', 'shopping_cart_link')
2026-03-11 09:13:52,481 | INFO | automation | Click element: ('id', 'checkout')
2026-03-11 09:13:52,630 | INFO | automation | Input text into ('id', 'first-name')
2026-03-11 09:13:52,730 | INFO | automation | Input text into ('id', 'last-name')
2026-03-11 09:13:52,824 | INFO | automation | Input text into ('id', 'postal-code')
2026-03-11 09:13:52,851 | INFO | automation | Click element: ('id', 'continue')
2026-03-11 09:14:03,172 | INFO | automation | Click element: ('id', 'finish')
2026-03-11 09:14:03,301 | INFO | automation | [ASSERT PASS] Checkout validation
