2026-03-11 09:14:19,101 | INFO | automation | Input text into ('id', 'user-name')
2026-03-11 09:14:19,194 | INFO | automation | Input text into ('id', 'password')
2026-03-11 09:14:19,216 | INFO | automation | Safe click: ('id', 'login-button')
2026-03-11 09:14:19,403 | INFO | automation | Click element: ('id', 'add-to-cart-sauce-labs-backpack')
2026-03-11 09:14:19,518 | INFO | automation | Click element: ('class name', 'shopping_cart_link')
2026-03-11 09:14:19,623 | INFO | automation | Click element: ('id', 'checkout')
2026-03-11 09:14:19,816 | INFO | automation | Input text into ('id', 'first-name')
2026-03-11 09:14:19,884 | INFO | automation | Input text into ('id', 'last-name')
2026-03-11 09:14:19,982 | INFO | automation | Input text into ('id', 'postal-code')
2026-03-11 09:14:20,004 | INFO | automation | Click element: ('id', 'continue')
2026-03-11 09:14:20,109 | INFO | automation | [ASSERT PASS] Checkout validation
