2026-03-16 18:57:04,232 | INFO | automation | Input text into ('id', 'user-name')
2026-03-16 18:57:04,319 | INFO | automation | Input text into ('id', 'password')
2026-03-16 18:57:04,340 | INFO | automation | Safe click: ('id', 'login-button')
2026-03-16 18:57:04,463 | INFO | automation | Click element: ('id', 'add-to-cart-sauce-labs-backpack')
2026-03-16 18:57:04,558 | INFO | automation | Click element: ('class name', 'shopping_cart_link')
2026-03-16 18:57:04,651 | INFO | automation | Click element: ('id', 'checkout')
2026-03-16 18:57:04,766 | INFO | automation | Input text into ('id', 'first-name')
2026-03-16 18:57:04,837 | INFO | automation | Input text into ('id', 'last-name')
2026-03-16 18:57:04,908 | INFO | automation | Input text into ('id', 'postal-code')
2026-03-16 18:57:04,927 | INFO | automation | Click element: ('id', 'continue')
2026-03-16 18:57:05,015 | INFO | automation | [ASSERT PASS] Checkout validation
