2026-03-15 21:41:35,171 | INFO | automation | Input text into ('id', 'user-name')
2026-03-15 21:41:35,254 | INFO | automation | Input text into ('id', 'password')
2026-03-15 21:41:35,273 | INFO | automation | Safe click: ('id', 'login-button')
2026-03-15 21:41:35,392 | INFO | automation | Click element: ('id', 'add-to-cart-sauce-labs-backpack')
2026-03-15 21:41:35,482 | INFO | automation | Click element: ('class name', 'shopping_cart_link')
2026-03-15 21:41:35,569 | INFO | automation | Click element: ('id', 'checkout')
2026-03-15 21:41:35,687 | INFO | automation | Input text into ('id', 'first-name')
2026-03-15 21:41:35,753 | INFO | automation | Input text into ('id', 'last-name')
2026-03-15 21:41:35,811 | INFO | automation | Input text into ('id', 'postal-code')
2026-03-15 21:41:35,829 | INFO | automation | Click element: ('id', 'continue')
2026-03-15 21:41:35,913 | INFO | automation | [ASSERT PASS] Checkout validation
