2026-03-15 21:18:37,427 | INFO | automation | Input text into ('id', 'user-name')
2026-03-15 21:18:37,520 | INFO | automation | Input text into ('id', 'password')
2026-03-15 21:18:37,539 | INFO | automation | Safe click: ('id', 'login-button')
2026-03-15 21:18:37,666 | INFO | automation | Click element: ('id', 'add-to-cart-sauce-labs-backpack')
2026-03-15 21:18:37,765 | INFO | automation | Click element: ('class name', 'shopping_cart_link')
2026-03-15 21:18:37,863 | INFO | automation | Click element: ('id', 'checkout')
2026-03-15 21:18:37,989 | INFO | automation | Input text into ('id', 'first-name')
2026-03-15 21:18:38,055 | INFO | automation | Input text into ('id', 'last-name')
2026-03-15 21:18:38,125 | INFO | automation | Input text into ('id', 'postal-code')
2026-03-15 21:18:38,145 | INFO | automation | Click element: ('id', 'continue')
2026-03-15 21:18:38,235 | INFO | automation | [ASSERT PASS] Checkout validation
