2026-03-15 21:18:35,689 | INFO | automation | Input text into ('id', 'user-name')
2026-03-15 21:18:35,780 | INFO | automation | Input text into ('id', 'password')
2026-03-15 21:18:35,800 | INFO | automation | Safe click: ('id', 'login-button')
2026-03-15 21:18:35,925 | INFO | automation | Click element: ('id', 'add-to-cart-sauce-labs-backpack')
2026-03-15 21:18:36,020 | INFO | automation | Click element: ('class name', 'shopping_cart_link')
2026-03-15 21:18:36,115 | INFO | automation | Click element: ('id', 'checkout')
2026-03-15 21:18:36,230 | INFO | automation | Input text into ('id', 'first-name')
2026-03-15 21:18:36,303 | INFO | automation | Input text into ('id', 'last-name')
2026-03-15 21:18:36,374 | INFO | automation | Input text into ('id', 'postal-code')
2026-03-15 21:18:36,393 | INFO | automation | Click element: ('id', 'continue')
2026-03-15 21:18:36,482 | INFO | automation | [ASSERT PASS] Checkout validation
