2026-03-13 09:17:37,422 | INFO | automation | Input text into ('id', 'user-name')
2026-03-13 09:17:37,498 | INFO | automation | Input text into ('id', 'password')
2026-03-13 09:17:37,515 | INFO | automation | Safe click: ('id', 'login-button')
2026-03-13 09:17:37,623 | INFO | automation | Click element: ('id', 'add-to-cart-sauce-labs-backpack')
2026-03-13 09:17:37,714 | INFO | automation | Click element: ('class name', 'shopping_cart_link')
2026-03-13 09:17:37,795 | INFO | automation | Click element: ('id', 'checkout')
2026-03-13 09:17:37,894 | INFO | automation | Input text into ('id', 'first-name')
2026-03-13 09:17:37,956 | INFO | automation | Input text into ('id', 'last-name')
2026-03-13 09:17:38,015 | INFO | automation | Input text into ('id', 'postal-code')
2026-03-13 09:17:38,033 | INFO | automation | Click element: ('id', 'continue')
2026-03-13 09:17:38,114 | INFO | automation | [ASSERT PASS] Checkout validation
