2026-03-16 18:57:07,591 | INFO | automation | Input text into ('id', 'user-name')
2026-03-16 18:57:07,679 | INFO | automation | Input text into ('id', 'password')
2026-03-16 18:57:07,703 | INFO | automation | Safe click: ('id', 'login-button')
2026-03-16 18:57:07,824 | INFO | automation | Click element: ('id', 'add-to-cart-sauce-labs-backpack')
2026-03-16 18:57:07,919 | INFO | automation | Click element: ('class name', 'shopping_cart_link')
2026-03-16 18:57:08,014 | INFO | automation | Click element: ('id', 'checkout')
2026-03-16 18:57:08,140 | INFO | automation | Input text into ('id', 'first-name')
2026-03-16 18:57:08,211 | INFO | automation | Input text into ('id', 'last-name')
2026-03-16 18:57:08,273 | INFO | automation | Input text into ('id', 'postal-code')
2026-03-16 18:57:08,292 | INFO | automation | Click element: ('id', 'continue')
2026-03-16 18:57:08,378 | INFO | automation | [ASSERT PASS] Checkout validation
