2026-03-15 22:15:11,458 | INFO | automation | Input text into ('id', 'user-name')
2026-03-15 22:15:11,546 | INFO | automation | Input text into ('id', 'password')
2026-03-15 22:15:11,565 | INFO | automation | Safe click: ('id', 'login-button')
2026-03-15 22:15:11,685 | INFO | automation | Click element: ('id', 'add-to-cart-sauce-labs-backpack')
2026-03-15 22:15:11,786 | INFO | automation | Click element: ('class name', 'shopping_cart_link')
2026-03-15 22:15:11,876 | INFO | automation | Click element: ('id', 'checkout')
2026-03-15 22:15:11,999 | INFO | automation | Input text into ('id', 'first-name')
2026-03-15 22:15:12,069 | INFO | automation | Input text into ('id', 'last-name')
2026-03-15 22:15:12,129 | INFO | automation | Input text into ('id', 'postal-code')
2026-03-15 22:15:12,148 | INFO | automation | Click element: ('id', 'continue')
2026-03-15 22:15:12,234 | INFO | automation | [ASSERT PASS] Checkout validation
