2026-03-16 18:43:58,100 | INFO | automation | Input text into ('id', 'user-name')
2026-03-16 18:43:58,188 | INFO | automation | Input text into ('id', 'password')
2026-03-16 18:43:58,210 | INFO | automation | Safe click: ('id', 'login-button')
2026-03-16 18:43:58,321 | INFO | automation | Click element: ('id', 'add-to-cart-sauce-labs-backpack')
2026-03-16 18:43:58,413 | INFO | automation | Click element: ('class name', 'shopping_cart_link')
2026-03-16 18:43:58,500 | INFO | automation | Click element: ('id', 'checkout')
2026-03-16 18:43:58,621 | INFO | automation | Input text into ('id', 'first-name')
2026-03-16 18:43:58,683 | INFO | automation | Input text into ('id', 'last-name')
2026-03-16 18:43:58,750 | INFO | automation | Input text into ('id', 'postal-code')
2026-03-16 18:43:58,769 | INFO | automation | Click element: ('id', 'continue')
2026-03-16 18:43:58,855 | INFO | automation | [ASSERT PASS] Checkout validation
