2026-03-15 22:15:07,920 | INFO | automation | Input text into ('id', 'user-name')
2026-03-15 22:15:08,010 | INFO | automation | Input text into ('id', 'password')
2026-03-15 22:15:08,028 | INFO | automation | Safe click: ('id', 'login-button')
2026-03-15 22:15:08,145 | INFO | automation | Click element: ('id', 'add-to-cart-sauce-labs-backpack')
2026-03-15 22:15:08,245 | INFO | automation | Click element: ('class name', 'shopping_cart_link')
2026-03-15 22:15:08,337 | INFO | automation | Click element: ('id', 'checkout')
2026-03-15 22:15:08,450 | INFO | automation | Input text into ('id', 'first-name')
2026-03-15 22:15:08,521 | INFO | automation | Input text into ('id', 'last-name')
2026-03-15 22:15:08,590 | INFO | automation | Input text into ('id', 'postal-code')
2026-03-15 22:15:08,608 | INFO | automation | Click element: ('id', 'continue')
2026-03-15 22:15:08,696 | INFO | automation | [ASSERT PASS] Checkout validation
