2026-03-13 12:03:55,285 | INFO | automation | Input text into ('id', 'user-name')
2026-03-13 12:03:55,371 | INFO | automation | Input text into ('id', 'password')
2026-03-13 12:03:55,389 | INFO | automation | Safe click: ('id', 'login-button')
2026-03-13 12:03:55,535 | INFO | automation | Click element: ('id', 'add-to-cart-sauce-labs-backpack')
2026-03-13 12:03:55,630 | INFO | automation | Click element: ('class name', 'shopping_cart_link')
2026-03-13 12:03:55,732 | INFO | automation | Click element: ('id', 'checkout')
2026-03-13 12:03:55,851 | INFO | automation | Input text into ('id', 'first-name')
2026-03-13 12:03:55,937 | INFO | automation | Input text into ('id', 'last-name')
2026-03-13 12:03:56,022 | INFO | automation | Input text into ('id', 'postal-code')
2026-03-13 12:03:56,048 | INFO | automation | Click element: ('id', 'continue')
2026-03-13 12:03:56,147 | INFO | automation | [ASSERT PASS] Checkout validation
